stationcode,name,is_installed,capacity,numdocksavailable,numbikesavailable,mechanical,ebike,is_renting,is_returning,duedate,coordonnees_geo,nom_arrondissement_communes,code_insee_commune,station_opening_hours
43203,Versailles - Résistances,OUI,1,1,0,0,0,NON,NON,2025-12-23T12:28:44+00:00,"{'lon': 2.3885755413796, 'lat': 48.75695884522}",Thiais,94073,
25001,Colmar - Victor Hugo,OUI,32,15,16,14,2,OUI,OUI,2026-02-07T22:00:17+00:00,"{'lon': 2.173960916697979, 'lat': 48.88652251096166}",Rueil-Malmaison,92063,
20004,Commandant l'Herminier - Gallieni,OUI,17,13,4,1,3,OUI,OUI,2026-02-07T22:04:45+00:00,"{'lon': 2.4160453677177, 'lat': 48.847040552603}",Paris,75056,
47001,Place de la Gare,OUI,46,7,39,35,4,OUI,OUI,2026-02-07T22:01:58+00:00,"{'lon': 2.4275037646293645, 'lat': 48.80253358011283}",Maisons-Alfort,94046,
11031,Jacquard - Ternaux,OUI,39,14,23,19,4,OUI,OUI,2026-02-07T22:00:41+00:00,"{'lon': 2.373162, 'lat': 48.8646605}",Paris,75056,
13032,Italie - Jardin Joan Miro,OUI,26,20,6,1,5,OUI,OUI,2026-02-07T22:03:07+00:00,"{'lon': 2.3592948541045193, 'lat': 48.81990914045756}",Paris,75056,
12125,Pyramide - Parc Floral,OUI,50,16,33,13,20,OUI,OUI,2026-02-07T22:04:03+00:00,"{'lon': 2.440452, 'lat': 48.837442}",Paris,75056,
15064,Javel - André Citroën,OUI,45,2,42,37,5,OUI,OUI,2026-02-07T22:03:41+00:00,"{'lon': 2.2786368057132, 'lat': 48.846276485475}",Paris,75056,
13515,Auguste Blanqui - Glacière,OUI,60,52,8,5,3,OUI,OUI,2026-02-07T22:00:52+00:00,"{'lon': 2.343822196126, 'lat': 48.831151602964}",Paris,75056,
14010,Jean Moulin - Place Victor et Hélène Basch,OUI,41,34,3,0,3,OUI,OUI,2026-02-07T22:01:12+00:00,"{'lon': 2.3261967301369, 'lat': 48.82764910241}",Paris,75056,
9016,Choron - Martyrs,OUI,29,8,20,14,6,OUI,OUI,2026-02-07T22:02:47+00:00,"{'lon': 2.3396701365709, 'lat': 48.877851443503}",Paris,75056,
43001,Paris - Laitières,OUI,22,16,6,3,3,OUI,OUI,2026-02-07T22:03:40+00:00,"{'lon': 2.4207553267479, 'lat': 48.846302741513}",Vincennes,94080,
10037,Quai de Valmy,OUI,26,13,12,2,10,OUI,OUI,2026-02-07T22:01:42+00:00,"{'lon': 2.368186041712761, 'lat': 48.88126951579429}",Paris,75056,
17107,Berthier - Place Stuart Merril,OUI,37,21,16,13,3,OUI,OUI,2026-02-07T22:03:06+00:00,"{'lon': 2.2933450341224675, 'lat': 48.885927922355044}",Paris,75056,
21316,Cimetière d'Issy-les-Moulineaux,OUI,24,20,3,0,3,OUI,OUI,2026-02-07T22:03:20+00:00,"{'lon': 2.2609312087297, 'lat': 48.817699773925}",Issy-les-Moulineaux,92040,
15004,Vaugirard - Pasteur,OUI,21,14,7,3,4,OUI,OUI,2026-02-07T21:58:02+00:00,"{'lon': 2.3154367133975033, 'lat': 48.84040868803496}",Paris,75056,
9036,Athènes - Clichy,OUI,20,20,0,0,0,OUI,OUI,2026-02-07T22:04:24+00:00,"{'lon': 2.32956021945824, 'lat': 48.878113787876}",Paris,75056,
19128,Quai de l'Oise - Aisne,OUI,30,18,12,7,5,OUI,OUI,2026-02-07T22:01:25+00:00,"{'lon': 2.3833701, 'lat': 48.8906231}",Paris,75056,
17029,Pierre Demours - Laugier,OUI,37,30,7,4,3,OUI,OUI,2026-02-07T21:59:16+00:00,"{'lon': 2.294846, 'lat': 48.8813072}",Paris,75056,
13044,Place Jeanne d'Arc,OUI,36,27,9,0,9,OUI,OUI,2026-02-07T22:00:19+00:00,"{'lon': 2.369126, 'lat': 48.829575}",Paris,75056,
10004,Metz - Faubourg Saint-Denis,OUI,48,0,45,36,9,OUI,OUI,2026-02-07T22:04:19+00:00,"{'lon': 2.353521, 'lat': 48.870893}",Paris,75056,
17108,Bessières - Porte de Clichy,OUI,33,19,12,8,4,OUI,OUI,2026-02-07T22:01:37+00:00,"{'lon': 2.31790903955698, 'lat': 48.89611762451474}",Paris,75056,
21118,Neuilly - Petit,OUI,16,13,3,2,1,OUI,OUI,2026-02-07T22:00:51+00:00,"{'lon': 2.29627937078476, 'lat': 48.898965361341254}",Clichy,92024,
4020,Place Edmond Michelet,OUI,23,2,17,12,5,OUI,OUI,2026-02-07T22:04:41+00:00,"{'lon': 2.3500636965036, 'lat': 48.860134890542}",Paris,75056,
20039,Belleville - Couronnes,OUI,50,43,7,1,6,OUI,OUI,2026-02-07T22:03:28+00:00,"{'lon': 2.3809862136841, 'lat': 48.868831082877}",Paris,75056,
15022,Emile Zola - Fondary,OUI,42,7,33,28,5,OUI,OUI,2026-02-07T22:03:02+00:00,"{'lon': 2.2953405976295476, 'lat': 48.847051143113745}",Paris,75056,
21203,Place Jules Ferry,OUI,28,23,2,2,0,OUI,OUI,2026-02-07T21:59:14+00:00,"{'lon': 2.325837314128876, 'lat': 48.812107928414775}",Montrouge,92049,
23004,Paul Vaillant-Couturier - Victor Hugo,OUI,36,18,18,16,2,OUI,OUI,2026-02-07T22:00:16+00:00,"{'lon': 2.293848017974069, 'lat': 48.89819702263572}",Levallois-Perret,92044,
10017,Gare de l'Est - Fidélité,OUI,15,1,12,4,8,OUI,OUI,2026-02-07T21:59:45+00:00,"{'lon': 2.356796, 'lat': 48.874575}",Paris,75056,
22408,Place du 14 Juillet,OUI,22,16,5,2,3,OUI,OUI,2026-02-07T22:03:30+00:00,"{'lon': 2.3011998832226, 'lat': 48.819266959525}",Malakoff,92046,
21029,Cours de l'Ile Seguin - Parc Billancourt,OUI,29,12,16,5,11,OUI,OUI,2026-02-07T21:55:51+00:00,"{'lon': 2.234234511852265, 'lat': 48.82714055843935}",Boulogne-Billancourt,92012,
43010,La Jarry - Place Diderot,OUI,25,17,8,1,7,OUI,OUI,2026-02-07T21:59:44+00:00,"{'lon': 2.4520137906075, 'lat': 48.849726940367}",Vincennes,94080,
19208,Sérurier - Alphonse Aulard,OUI,16,15,1,0,1,OUI,OUI,2026-02-07T22:00:29+00:00,"{'lon': 2.398028970957, 'lat': 48.880528901839}",Paris,75056,
11017,Charonne - Bureau,OUI,47,40,6,2,4,OUI,OUI,2026-02-07T22:01:12+00:00,"{'lon': 2.396093, 'lat': 48.854176}",Paris,75056,
11103,Pelée - Alphonse Baudin,OUI,38,2,33,29,4,OUI,OUI,2026-02-07T22:01:33+00:00,"{'lon': 2.3710541, 'lat': 48.8600265}",Paris,75056,
21306,Place Lafayette,OUI,62,36,25,21,4,OUI,OUI,2026-02-07T22:02:53+00:00,"{'lon': 2.2638675570488, 'lat': 48.829654975522}",Issy-les-Moulineaux,92040,
10110,Louis Blanc - Jemmapes,OUI,31,29,1,1,0,OUI,OUI,2026-02-07T21:57:02+00:00,"{'lon': 2.3684485629201, 'lat': 48.879330755297}",Paris,75056,
35006,Delizy - Louis Nadot,OUI,22,12,8,5,3,OUI,OUI,2026-02-07T22:01:51+00:00,"{'lon': 2.4094578623771667, 'lat': 48.896212845581346}",Pantin,93055,
21115,Chancé Milly - Cimetière Communal Sud,OUI,32,18,14,12,2,OUI,OUI,2026-02-07T22:01:41+00:00,"{'lon': 2.303922325372696, 'lat': 48.89687189382465}",Clichy,92024,
41205,Maréchal Joffre - Verdun,OUI,20,17,3,0,3,OUI,OUI,2026-02-07T21:59:22+00:00,"{'lon': 2.470307, 'lat': 48.85385}",Fontenay-sous-Bois,94033,
20002,Square de la rue Pixérécourt,OUI,45,41,4,2,2,OUI,OUI,2026-02-07T22:02:23+00:00,"{'lon': 2.3960278, 'lat': 48.8736824}",Paris,75056,
17119,Toqueville - Cardinet,OUI,33,25,8,3,5,OUI,OUI,2026-02-07T21:58:04+00:00,"{'lon': 2.3109393194317818, 'lat': 48.88490187110713}",Paris,75056,
21708,Marcel Yol - Jullien,OUI,30,22,7,1,6,OUI,OUI,2026-02-07T21:57:03+00:00,"{'lon': 2.287235018058929, 'lat': 48.82537611802588}",Vanves,92075,
15011,Cambronne - Villa Croix Nivert,OUI,62,34,27,18,9,OUI,OUI,2026-02-07T22:02:49+00:00,"{'lon': 2.3017574474216, 'lat': 48.845847561366}",Paris,75056,
21307,Victor Cresson - Telles de la Poterie,OUI,31,4,27,26,1,OUI,OUI,2026-02-07T22:03:58+00:00,"{'lon': 2.2686498274964, 'lat': 48.822698842979}",Issy-les-Moulineaux,92040,
51002,Placette Grégoire Collas,OUI,25,9,14,5,9,OUI,OUI,2026-02-07T22:04:09+00:00,"{'lon': 2.2487476095557213, 'lat': 48.94342014002797}",Argenteuil,95018,
41210,Hôtel de ville de Fontenay-sous-Bois,OUI,20,18,2,0,2,OUI,OUI,2026-02-07T21:59:44+00:00,"{'lon': 2.4750164151191716, 'lat': 48.84949749106274}",Fontenay-sous-Bois,94033,
32601,Porte des Lilas - Faidherbe,OUI,39,37,1,1,0,OUI,OUI,2026-02-07T22:03:31+00:00,"{'lon': 2.4120327830314636, 'lat': 48.87861855668978}",Les Lilas,93045,
21702,Gare SNCF Vanves-Malakoff,OUI,51,37,12,1,11,OUI,OUI,2026-02-07T22:01:40+00:00,"{'lon': 2.292150005103606, 'lat': 48.819002163836444}",Vanves,92075,
33016,Fort d'Aubervilliers,OUI,22,4,16,7,9,OUI,OUI,2026-02-07T22:00:01+00:00,"{'lon': 2.4035281687974925, 'lat': 48.91502382370325}",Aubervilliers,93001,
11109,Pierre Levée - Fontaine Timbaud,OUI,23,12,10,3,7,OUI,OUI,2026-02-07T22:01:28+00:00,"{'lon': 2.3711163550615306, 'lat': 48.86632723374305}",Paris,75056,
10162,Alexandre Parodi - Quai de Valmy,OUI,24,22,2,2,0,OUI,OUI,2026-02-07T21:56:44+00:00,"{'lon': 2.3665961623192, 'lat': 48.879359419425}",Paris,75056,
31021,Résistance - Hoche,OUI,29,22,6,0,6,OUI,OUI,2026-02-07T22:01:16+00:00,"{'lon': 2.435784414410591, 'lat': 48.864273423741956}",Montreuil,93048,
6012,Saint-Germain - Ciseaux,OUI,18,2,15,10,5,OUI,OUI,2026-02-07T22:00:02+00:00,"{'lon': 2.3344654618827, 'lat': 48.853305277595}",Paris,75056,
16115,Raffet - Montmorency,OUI,42,32,9,5,4,OUI,OUI,2026-02-07T22:00:59+00:00,"{'lon': 2.2629252456151954, 'lat': 48.85258670812}",Paris,75056,
13009,Auguste Blanqui - Corvisart,OUI,26,22,4,2,2,OUI,OUI,2026-02-07T22:01:18+00:00,"{'lon': 2.3502726, 'lat': 48.8300989}",Paris,75056,
15123,Commerce - Letellier,OUI,44,3,41,37,4,OUI,OUI,2026-02-07T22:03:54+00:00,"{'lon': 2.2966245196598805, 'lat': 48.84797660373612}",Paris,75056,
44016,Balzac - Olympes de Gouges,OUI,28,21,7,4,3,OUI,OUI,2026-02-07T22:03:18+00:00,"{'lon': 2.4006786569953, 'lat': 48.778503324868}",Vitry-sur-Seine,94081,
17039,Place Saint-Ferdinand,OUI,38,26,11,7,4,OUI,OUI,2026-02-07T22:01:45+00:00,"{'lon': 2.288518047864942, 'lat': 48.87815529789739}",Paris,75056,
15071,Suffren - Champ de Mars,OUI,23,0,21,14,7,OUI,OUI,2026-02-07T22:03:34+00:00,"{'lon': 2.2952168, 'lat': 48.8547194}",Paris,75056,
20009,Docteurs Déjérine - Pte de Montreuil,OUI,20,17,2,0,2,OUI,OUI,2026-02-07T22:03:52+00:00,"{'lon': 2.41208288897222, 'lat': 48.85398448133697}",Paris,75056,
8201,Arsène Houssaye - Friedland,OUI,29,22,6,5,1,OUI,OUI,2026-02-07T22:04:42+00:00,"{'lon': 2.2994716674148, 'lat': 48.874510616163}",Paris,75056,
42305,Vanne - Saussaies,OUI,20,16,3,0,3,OUI,OUI,2026-02-07T22:00:09+00:00,"{'lon': 2.338848, 'lat': 48.786404}",Cachan,94016,
17111,Lemercier - Cardinet,OUI,24,11,12,11,1,OUI,OUI,2026-02-07T22:03:28+00:00,"{'lon': 2.317377626895905, 'lat': 48.890097168851746}",Paris,75056,
16101,Malakoff - Place de la Porte Maillot,OUI,28,22,5,5,0,OUI,OUI,2026-02-07T22:03:30+00:00,"{'lon': 2.2834577411413, 'lat': 48.876733496638}",Paris,75056,
9102,Londres - Place d'Estienne d'Orves,OUI,25,15,10,8,2,OUI,OUI,2026-02-07T22:04:20+00:00,"{'lon': 2.3305362090468407, 'lat': 48.876693805756986}",Paris,75056,
13121,Bruneseau - Quai d'Ivry,OUI,46,29,12,7,5,OUI,OUI,2026-02-07T22:04:01+00:00,"{'lon': 2.3885661363602, 'lat': 48.824945637583}",Ivry-sur-Seine,94041,
9006,Dunkerque - Trudaine,OUI,16,5,5,0,5,OUI,OUI,2026-02-07T22:03:05+00:00,"{'lon': 2.3463253676891327, 'lat': 48.88215166773376}",Paris,75056,
7203,Martignac - Grenelle,OUI,25,22,3,2,1,OUI,OUI,2026-02-07T21:58:17+00:00,"{'lon': 2.3187066793468, 'lat': 48.858278471985}",Paris,75056,
18030,Joseph Dijon - Ornano,OUI,37,29,8,1,7,OUI,OUI,2026-02-07T22:02:14+00:00,"{'lon': 2.3476678133010864, 'lat': 48.89374453351521}",Paris,75056,
8001,Petit Palais,OUI,46,25,16,6,10,OUI,OUI,2026-02-07T21:58:32+00:00,"{'lon': 2.3157655, 'lat': 48.8667692}",Paris,75056,
5024,Place Monge,OUI,21,3,17,13,4,OUI,OUI,2026-02-07T22:02:37+00:00,"{'lon': 2.3524079471827, 'lat': 48.842761803051}",Paris,75056,
10012,Vinaigriers - Magenta,OUI,25,10,15,11,4,OUI,OUI,2026-02-07T22:01:57+00:00,"{'lon': 2.3593052, 'lat': 48.8731167}",Paris,75056,
21314,Chemin de Bretagne,OUI,29,21,8,5,3,OUI,OUI,2026-02-07T21:56:46+00:00,"{'lon': 2.2588385956052, 'lat': 48.824753068884}",Issy-les-Moulineaux,92040,
13048,Wurtz - Tolbiac,OUI,28,17,11,9,2,OUI,OUI,2026-02-07T22:04:08+00:00,"{'lon': 2.344585955143, 'lat': 48.82631195621}",Paris,75056,
13516,Glacière - Soeur Catherine Marie,OUI,40,36,4,2,2,OUI,OUI,2026-02-07T22:00:58+00:00,"{'lon': 2.343570403754711, 'lat': 48.829522989420596}",Paris,75056,
21028,Pierre Lefaucheux - Traversière,OUI,35,15,18,12,6,OUI,OUI,2026-02-07T21:57:23+00:00,"{'lon': 2.2417913004755974, 'lat': 48.82435208303827}",Boulogne-Billancourt,92012,
12155,Rottembourg - Général Michel Bizot,OUI,43,11,31,27,4,OUI,OUI,2026-02-07T22:04:37+00:00,"{'lon': 2.4044052511453633, 'lat': 48.83787825992554}",Paris,75056,
10018,Square Alban Satragne,OUI,30,10,17,14,3,OUI,OUI,2026-02-07T22:04:29+00:00,"{'lon': 2.3559567333359, 'lat': 48.875388227727}",Paris,75056,
9034,Godot de Mauroy - Madeleine,OUI,22,10,11,9,2,OUI,OUI,2026-02-07T22:03:34+00:00,"{'lon': 2.326347, 'lat': 48.869789}",Paris,75056,
20108,Jardin de l'Hospice Debrousse,OUI,23,10,12,1,11,OUI,OUI,2026-02-07T22:02:32+00:00,"{'lon': 2.40568600595, 'lat': 48.861451061938}",Paris,75056,
12028,Vivaldi - Antoine-Julien Hénard,OUI,27,19,8,1,7,OUI,OUI,2026-02-07T22:00:46+00:00,"{'lon': 2.389728979467376, 'lat': 48.841923663276546}",Paris,75056,
21219,Amaury Duval - Gabriel Péri,OUI,36,33,3,1,2,OUI,OUI,2026-02-07T21:57:06+00:00,"{'lon': 2.323841750621796, 'lat': 48.81718759671675}",Montrouge,92049,
10021,Marché Saint-Quentin,OUI,15,3,11,6,5,OUI,OUI,2026-02-07T22:04:00+00:00,"{'lon': 2.3545114456374, 'lat': 48.877356057652}",Paris,75056,
4001,Arcole - Notre-Dame,OUI,31,10,21,10,11,OUI,OUI,2026-02-07T22:00:25+00:00,"{'lon': 2.3493797332048, 'lat': 48.853883541328}",Paris,75056,
5115,Buffon - Jardin des Plantes,OUI,30,6,24,22,2,OUI,OUI,2026-02-07T22:03:22+00:00,"{'lon': 2.3618587106466293, 'lat': 48.842668466104875}",Paris,75056,
8013,Marignan - Champs-Elysées,OUI,63,58,4,0,4,OUI,OUI,2026-02-07T21:56:53+00:00,"{'lon': 2.3066138139003, 'lat': 48.869495661232}",Paris,75056,
41211,Louis Xavier de Ricard - Ancienne Mairie,OUI,34,32,1,0,1,OUI,OUI,2026-02-07T22:03:35+00:00,"{'lon': 2.472420372068882, 'lat': 48.84629899065091}",Fontenay-sous-Bois,94033,
20007,Buzenval - Avron,OUI,50,38,12,8,4,OUI,OUI,2026-02-07T22:04:38+00:00,"{'lon': 2.4015135973077, 'lat': 48.851617204999}",Paris,75056,
12101,Charenton - Prague,OUI,26,9,16,14,2,OUI,OUI,2026-02-07T22:04:45+00:00,"{'lon': 2.3763584494312, 'lat': 48.848175129981}",Paris,75056,
16020,Place de la Porte de Passy,OUI,36,19,15,8,7,OUI,OUI,2026-02-07T22:03:26+00:00,"{'lon': 2.2644165538827115, 'lat': 48.857341095470794}",Paris,75056,
4019,Cloître Saint-Merri - Renard,OUI,32,3,29,23,6,OUI,OUI,2026-02-07T22:03:43+00:00,"{'lon': 2.3518279194832, 'lat': 48.858835448898}",Paris,75056,
15023,La Motte-Picquet - Grenelle,OUI,34,7,24,21,3,OUI,OUI,2026-02-07T22:04:27+00:00,"{'lon': 2.299347817897797, 'lat': 48.84858321339195}",Paris,75056,
15129,Hôpital Necker,OUI,40,3,35,31,4,OUI,OUI,2026-02-07T22:00:14+00:00,"{'lon': 2.313245013356209, 'lat': 48.846043490118454}",Paris,75056,
22501,Théâtre de La Garenne,OUI,20,7,13,3,10,OUI,OUI,2026-02-07T22:03:13+00:00,"{'lon': 2.2345951981176, 'lat': 48.905658361454}",La Garenne-Colombes,92035,
3102,Bourg l'Abbé - Saint-Martin,OUI,61,3,56,49,7,OUI,OUI,2026-02-07T22:03:24+00:00,"{'lon': 2.352406270802, 'lat': 48.863933319493}",Paris,75056,
42003,Place de l'Insurrection d'Août 1944,OUI,30,12,18,11,7,OUI,OUI,2026-02-07T21:58:35+00:00,"{'lon': 2.398074567317963, 'lat': 48.81477852751594}",Ivry-sur-Seine,94041,
51001,Gare d'Argenteuil,OUI,40,28,12,7,5,OUI,OUI,2026-02-07T22:02:32+00:00,"{'lon': 2.256898172199726, 'lat': 48.947022436806705}",Argenteuil,95018,
8549,George V - Christophe Colomb,OUI,24,21,3,2,1,OUI,OUI,2026-02-07T21:56:41+00:00,"{'lon': 2.30104, 'lat': 48.87046}",Paris,75056,
13206,Barrault - Place de Rungis,OUI,49,35,14,11,3,OUI,OUI,2026-02-07T22:01:46+00:00,"{'lon': 2.3467585146383, 'lat': 48.822658791556}",Paris,75056,
40009,Lycée Saint Exupéry - Juliette Savar,OUI,30,8,22,13,9,OUI,OUI,2026-02-07T22:03:51+00:00,"{'lon': 2.4637357216879, 'lat': 48.783021513972}",Créteil,94028,
21315,Jules Guesdes - Général de Gaulle,OUI,24,20,4,1,3,OUI,OUI,2026-02-07T21:58:01+00:00,"{'lon': 2.278934195637703, 'lat': 48.81930581291959}",Issy-les-Moulineaux,92040,
12043,Daumesnil - Hébrard,OUI,40,9,30,30,0,OUI,OUI,2026-02-07T22:04:39+00:00,"{'lon': 2.38474, 'lat': 48.8429}",Paris,75056,
23102,Hôtel de Ville de Sèvres,OUI,32,10,20,14,6,OUI,OUI,2026-02-07T22:03:42+00:00,"{'lon': 2.2131047397852, 'lat': 48.824363561289}",Sèvres,92072,
23003,Président Wilson - Baudin,OUI,28,7,20,11,9,OUI,OUI,2026-02-07T22:03:55+00:00,"{'lon': 2.2849336266517644, 'lat': 48.89826887103676}",Levallois-Perret,92044,
20105,Benoît Frachon - République,OUI,30,25,4,2,2,OUI,OUI,2026-02-07T22:00:03+00:00,"{'lon': 2.415605485439301, 'lat': 48.85230729014318}",Paris,75056,
17023,Porte d'Asnières,OUI,36,22,12,9,3,OUI,OUI,2026-02-07T22:01:16+00:00,"{'lon': 2.3036286234855656, 'lat': 48.89035817610495}",Paris,75056,
33103,Jean Jaurès - Jules Jacquemin,OUI,24,16,6,4,2,OUI,OUI,2026-02-07T22:03:42+00:00,"{'lon': 2.4082902455152104, 'lat': 48.88433053604843}",Le Pré-Saint-Gervais,93061,
19108,Gaston Tessier - Rosa Parks RER,OUI,37,29,6,2,4,OUI,OUI,2026-02-07T22:02:22+00:00,"{'lon': 2.3743692, 'lat': 48.8963765}",Paris,75056,
41401,Marne - Charles de Gaulle,OUI,27,7,19,13,6,OUI,OUI,2026-02-07T22:02:53+00:00,"{'lon': 2.4121668934822087, 'lat': 48.815071719544434}",Alfortville,94002,
44007,Camille Groult - Guy Môquet,OUI,22,5,17,10,7,OUI,OUI,2026-02-07T22:03:23+00:00,"{'lon': 2.3976725712418556, 'lat': 48.787482746521306}",Vitry-sur-Seine,94081,
14031,Didot - Place de Moro-Giafferi,OUI,22,13,6,2,4,OUI,OUI,2026-02-07T21:58:51+00:00,"{'lon': 2.3215, 'lat': 48.8337}",Paris,75056,
4002,Marché aux fleurs,OUI,23,3,16,12,4,OUI,OUI,2026-02-07T22:00:09+00:00,"{'lon': 2.3473754525185, 'lat': 48.855258115391}",Paris,75056,
20044,Davout - Volga,OUI,28,23,4,2,2,OUI,OUI,2026-02-07T22:01:41+00:00,"{'lon': 2.410522909779111, 'lat': 48.852919679957296}",Paris,75056,
10105,Mazagran - Bonne Nouvelle,OUI,25,1,24,18,6,OUI,OUI,2026-02-07T22:03:12+00:00,"{'lon': 2.3511248454452, 'lat': 48.870047123655}",Paris,75056,
2013,Favart - Italiens,OUI,17,2,15,8,7,OUI,OUI,2026-02-07T22:03:03+00:00,"{'lon': 2.3382901058508, 'lat': 48.871446353921}",Paris,75056,
17003,Jacques Kellner - Saint-Ouen,OUI,45,36,8,3,5,OUI,OUI,2026-02-07T21:59:38+00:00,"{'lon': 2.327897409164145, 'lat': 48.895809485802886}",Paris,75056,
17024,Villiers - Batignolles,OUI,23,13,9,3,6,OUI,OUI,2026-02-07T21:58:16+00:00,"{'lon': 2.3165384307504, 'lat': 48.881252538461}",Paris,75056,
42501,Raspail - Albert Schweitzer,OUI,28,16,11,6,5,OUI,OUI,2026-02-07T21:59:27+00:00,"{'lon': 2.34395871, 'lat': 48.81031545}",Gentilly,94037,
43202,Pavé Grignon - Bretagne,OUI,20,9,11,9,2,OUI,OUI,2026-02-07T21:58:18+00:00,"{'lon': 2.4012465523091, 'lat': 48.757398255499}",Thiais,94073,
6008,Assas - Luxembourg,OUI,33,25,7,2,5,OUI,OUI,2026-02-07T22:00:25+00:00,"{'lon': 2.3334283818759, 'lat': 48.843734468779}",Paris,75056,
11033,Bréguet - Sabin,OUI,33,9,23,20,3,OUI,OUI,2026-02-07T22:04:45+00:00,"{'lon': 2.3706749462105, 'lat': 48.856931678257}",Paris,75056,
13109,Brillat-Savarin - Küss,OUI,21,10,10,8,2,OUI,OUI,2026-02-07T22:04:28+00:00,"{'lon': 2.350422, 'lat': 48.822203}",Paris,75056,
18039,Jardins d'Eole,OUI,20,17,3,1,2,OUI,OUI,2026-02-07T22:00:48+00:00,"{'lon': 2.3668488, 'lat': 48.8869703}",Paris,75056,
21204,Estienne d'Orves - Henri Ginoux,OUI,31,28,3,2,1,OUI,OUI,2026-02-07T22:00:24+00:00,"{'lon': 2.320886790760933, 'lat': 48.815388220397274}",Montrouge,92049,
40006,Université Paris Est Créteil,OUI,43,30,14,6,8,OUI,OUI,2026-02-07T22:01:50+00:00,"{'lon': 2.4461909509055, 'lat': 48.787714467944}",Créteil,94028,
11021,Charonne - Pierre Bayle,OUI,23,19,3,1,2,OUI,OUI,2026-02-07T21:59:43+00:00,"{'lon': 2.3903981223891, 'lat': 48.858445054262}",Paris,75056,
12036,Reuilly - Place Felix Eboue,OUI,42,33,8,5,3,OUI,OUI,2026-02-07T22:00:22+00:00,"{'lon': 2.394630398715453, 'lat': 48.84030274499962}",Paris,75056,
15030,Emeriau - Beaugrenelle,OUI,74,20,52,48,4,OUI,OUI,2026-02-07T22:04:20+00:00,"{'lon': 2.2843059897422795, 'lat': 48.84791249714942}",Paris,75056,
10008,Cité Riverin - Château d'Eau,OUI,18,0,17,10,7,OUI,OUI,2026-02-07T22:02:10+00:00,"{'lon': 2.358739863900845, 'lat': 48.870702423554306}",Paris,75056,
9114,Faubourg Poissonnière - Dunkerque,OUI,30,26,4,1,3,OUI,OUI,2026-02-07T21:56:21+00:00,"{'lon': 2.349934279918671, 'lat': 48.880883445404436}",Paris,75056,
42505,Charles Frérot - Albert Guilpin,OUI,30,12,18,16,2,OUI,OUI,2026-02-07T22:03:55+00:00,"{'lon': 2.3505029082298283, 'lat': 48.8155839183714}",Gentilly,94037,
16011,Victor Hugo - La Pompe,OUI,41,29,11,6,5,OUI,OUI,2026-02-07T21:58:11+00:00,"{'lon': 2.28146318346262, 'lat': 48.86795222470859}",Paris,75056,
10032,Claude Vellefaux - Hôpital Saint-Louis,OUI,32,26,5,3,2,OUI,OUI,2026-02-07T21:57:50+00:00,"{'lon': 2.3700717069851, 'lat': 48.872859139003}",Paris,75056,
35007,Benjamin Delessert - Jean Lolive,OUI,21,5,14,6,8,OUI,OUI,2026-02-07T22:03:51+00:00,"{'lon': 2.417981922626496, 'lat': 48.89392043619345}",Pantin,93055,
12015,Place de la Nation - Picpus,OUI,36,28,8,4,4,OUI,OUI,2026-02-07T22:03:42+00:00,"{'lon': 2.4001130461693, 'lat': 48.846821681548}",Paris,75056,
44101,Place Mongolfier,OUI,39,35,3,2,1,OUI,OUI,2026-02-07T21:54:44+00:00,"{'lon': 2.4592879414558415, 'lat': 48.815160030060376}",Saint-Maurice,94069,
26004,Gare RER les Grésillons,OUI,22,13,9,4,5,OUI,OUI,2026-02-07T22:00:45+00:00,"{'lon': 2.31458459136273, 'lat': 48.919898633572764}",Asnières-sur-Seine,92004,
10165,Gare de l'Est - Place du 11 Novembre 1918,OUI,40,19,21,12,9,OUI,OUI,2026-02-07T22:00:35+00:00,"{'lon': 2.3585464, 'lat': 48.876327}",Paris,75056,
16042,Murat - Porte de Saint-Cloud,OUI,38,13,25,14,11,OUI,OUI,2026-02-07T22:03:11+00:00,"{'lon': 2.2577651962637906, 'lat': 48.83750862621299}",Paris,75056,
13128,Quai de la Gare - Pont de Bercy,OUI,30,7,20,14,6,OUI,OUI,2026-02-07T22:02:36+00:00,"{'lon': 2.3740861260598, 'lat': 48.83730787972}",Paris,75056,
15008,Sèvres - Lecourbe,OUI,62,3,57,54,3,OUI,OUI,2026-02-07T22:04:23+00:00,"{'lon': 2.3110086, 'lat': 48.8447677}",Paris,75056,
8020,Batignolles - Beudant,OUI,44,35,9,2,7,OUI,OUI,2026-02-07T22:01:46+00:00,"{'lon': 2.3198529705405, 'lat': 48.882164014664}",Paris,75056,
19110,Square Claude Bernard,OUI,30,10,18,10,8,OUI,OUI,2026-02-07T22:03:56+00:00,"{'lon': 2.375325746834278, 'lat': 48.89876016219984}",Paris,75056,
18003,Cimetière de Montmartre,OUI,43,40,3,0,3,OUI,OUI,2026-02-07T22:04:45+00:00,"{'lon': 2.3328901827335, 'lat': 48.886472466142}",Paris,75056,
22201,Henri Ravera - Gabriel Péri,OUI,30,26,1,0,1,OUI,OUI,2026-02-07T22:04:02+00:00,"{'lon': 2.302115857601166, 'lat': 48.79722273833844}",Bagneux,92007,
